tags: ἕρμαιον ἕρμαιον-1 grammaire

Alphabet – Α {{c1::Β}} {{c1::Γ}} {{c1::Δ}}
Alphabet – Β {{c1::Γ}} {{c1::Δ}} {{c1::Ε}}
Alphabet – Γ {{c1::Δ}} {{c1::Ε}} {{c1::Ζ}}
Alphabet – Δ {{c1::Ε}} {{c1::Ζ}} {{c1::Η}}
Alphabet – Ε {{c1::Ζ}} {{c1::Η}} {{c1::Θ}}
Alphabet – Ζ {{c1::Η}} {{c1::Θ}} {{c1::Ι}}
Alphabet – Η {{c1::Θ}} {{c1::Ι}} {{c1::Κ}}
Alphabet – Θ {{c1::Ι}} {{c1::Κ}} {{c1::Λ}}
Alphabet – Ι {{c1::Κ}} {{c1::Λ}} {{c1::Μ}}
Alphabet – Κ {{c1::Λ}} {{c1::Μ}} {{c1::Ν}}
Alphabet – Λ {{c1::Μ}} {{c1::Ν}} {{c1::Ξ}}
Alphabet – Μ {{c1::Ν}} {{c1::Ξ}} {{c1::Ο}}
Alphabet – Ν {{c1::Ξ}} {{c1::Ο}} {{c1::Π}}
Alphabet – Ξ {{c1::Ο}} {{c1::Π}} {{c1::Ρ}}
Alphabet – Ο {{c1::Π}} {{c1::Ρ}} {{c1::Σ}}
Alphabet – Π {{c1::Ρ}} {{c1::Σ}} {{c1::Τ}}
Alphabet – Ρ {{c1::Σ}} {{c1::Τ}} {{c1::Υ}}
Alphabet – Σ {{c1::Τ}} {{c1::Υ}} {{c1::Φ}}
Alphabet – Τ {{c1::Υ}} {{c1::Φ}} {{c1::Χ}}
Alphabet – Υ {{c1::Φ}} {{c1::Χ}} {{c1::Ψ}}
Alphabet – Φ {{c1::Χ}} {{c1::Ψ}} {{c1::Ω}}
Alphabet – Χ {{c1::Ψ}} {{c1::Ω}}
Alphabet – Ψ {{c1::Ω}}

Il y a en grec quatorze consonnes que l’on divise en trois catégories&nbsp;:<ul><li>9 <span style="font-weight: bold">occlusives</span>&nbsp;: {{c1::<table style="border: 1px solid black"><tr><th></th><th>sonores</th><th>sourdes</th><th>aspirées</th></tr><tr><td>palatales<sup>(*)</sup></td><td>γ</td><td>κ</td><td>χ</td></tr><tr><td>dentales</td><td>δ</td><td>τ</td><td>θ</td></tr><tr><td>labiales</td><td>β</td><td>π</td><td>φ</td></tr></table><sup>(*)</sup>&nbsp;syn.: vélaires, gutturales}}</li><li>4 <span style="font-weight: bold">liquides</span>&nbsp;: {{c1::λ, ρ (liquides vibrantes) et μ, ν (liquides nasales)}}</li><li>1 <span style="font-weight: bold">sifflante</span>&nbsp;: {{c1::σ}}</li><li>(3 doubles&nbsp;: {{c1::ζ, ξ, ψ}})</li></ul>

Devant {{c1::γ, κ, χ et ξ}}, un γ se prononce <span style="font-weight: bold">ŋ</span> (signe phonétique de {{c1::la consonne nasale vélaire voisée}} qui a la valeur de <span style="font-weight: bold">ng</span> dans parking ou camping).<hr/>{{c1::<table><tr><td rowspan="2" valign="top">–</td><td>σπόγγος</td></tr><tr><td><span style="font-style: italic">éponge</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>ἀνάγκη</td></tr><tr><td><span style="font-style: italic">nécessité</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>ἄγχι</td></tr><tr><td><span style="font-style: italic">près</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>σφίγξ</td></tr><tr><td><span style="font-style: italic">sphinx</span></td></tr></table>}}

Les voyelles peuvent se rencontrer ou bien dans le corps d'un mot, ou bien à la fin d'un mot et au commencement du suivant. Dans le premier cas, il se produit souvent une {{c1::contraction}}, c'est-à-dire la fusion de deux voyelles en une seule ou en une diphtongue. Dans le second cas, l'hiatus peut être évité de trois manières&nbsp;:<ul><li>par l'{{c1::élision}} ou retranchement de la voyelle brève finale</li><li>par la {{c1::crase}} ou fusion de deux mots en un seul</li><li>par l'emploi des lettres {{c1::euphoniques}}</li></ul>

Élision (ἔκθλιψις) – Au lieu de se fondre avec l'initiale vocalique du mot suivant, la voyelle finale d'un mot disparaît parfois. La voyelle supprimée par l'élision ne peut être que {{c1::brève (ᾰ, ε, ῐ, ο)}}&nbsp;; elle se remplace par l'{{c1::apostrophe}}. Ne s'élident jamais&nbsp;: {{c1::la voyelle brève ῠ, περί <span style="font-style: italic">(autour de, à propos de)</span>, ὅτι <span style="font-style: italic">(que, parce que)</span>, πρό <span style="font-style: italic">(devant)</span> et τι <span style="font-style: italic">(quelque chose)</span>}}.<hr/>{{c1::<table><tr><td rowspan="2" valign="top">–</td><td>ἀλλ᾿ ἔγω</td></tr><tr><td><span style="font-style: italic">mais moi</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>ἀπ᾿ ἐμοῦ</td></tr><tr><td><span style="font-style: italic">de ma part</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>μετ᾿ ἐμοῦ</td></tr><tr><td><span style="font-style: italic">avec moi</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>μεθ᾿ ἡμῶν</td></tr><tr><td><span style="font-style: italic">avec nous</span></td></tr></table>}}

Devant une voyelle ou une diphtongue affectée de l'esprit rude, une {{c1::occlusive sourde}} <span style="font-weight: bold">(π, τ, κ)</span> devient obligatoirement {{c1::aspirée (φ, θ, χ)}}.<hr/>{{c1::<table><tr><td rowspan="2" valign="top">–</td><td>ὑφ᾿ ὑμῶν [*ὑπὸ ὑμῶν]</td></tr><tr><td><span style="font-style: italic">par vous (avec élision)</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>καθ᾿ ὑμῶν [*κατὰ ὑμῶν]</td></tr><tr><td><span style="font-style: italic">contre vous (avec élision)</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>οὐχ εὕδω</td></tr><tr><td><span style="font-style: italic">je ne dors pas</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>οὐκ ἐθέλω</td></tr><tr><td><span style="font-style: italic">je ne veux pas</span></td></tr></table>}}

La {{c1::crase (κρᾶσις, mélange)}} est la fusion (aboutissant à une voyelle longue) de la voyelle finale d'un mot avec la voyelle initiale du mot suivant&nbsp;; elle est indiquée par un signe semblable à l'esprit doux et qu'on appelle {{c1::corônis (κορωνίς, petit crochet)}}.<ul><li>Lorsque la {{c1::première}} des deux voyelles se contractant porte une aspiration, la corônis est remplacée par un esprit rude&nbsp;: ὁ ἐμός > οὑμός (<span style="font-style: italic">le mien</span>)</li><li>Si c'est la {{c1::deuxième}} voyelle qui est aspirée et que cette aspiration peut être indiquée au moyen d'une consonne aspirée (φ – θ – χ), la corônis reste douce&nbsp;: τῇ ἡμέρᾳ > θἠμέρᾳ (<span style="font-style: italic">le jour</span>)</li><li>l'accent du {{c1::premier}} mot disparaît&nbsp;: καὶ ἐν &gt; κἀν (<span style="font-style: italic">et dans</span>), καὶ ἄν &gt; κἄν (<span style="font-style: italic">même si</span>)</li><li>l'iota se souscrit s'il faisait partie du {{c1::second}} élément&nbsp;: καὶ εἶτα &gt; κᾆτα (<span style="font-style: italic">et ensuite</span>)</li></ul><hr/>{{c1::<table><tr><td rowspan="2" valign="top">–</td><td>καλὸς καὶ ἀγαθός &gt; καλὸς κἀγαθός</td></tr><tr><td><span style="font-style: italic">homme de bien</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>καὶ ἐγώ &gt; κἀγώ</td></tr><tr><td><span style="font-style: italic">et moi, moi aussi</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>τὰ αὐτά &gt; ταὐτά</td></tr><tr><td><span style="font-style: italic">les mêmes choses</span></td></tr><tr><td rowspan="2" valign="top">–</td><td>ἐγὼ οἶδα &gt; ἐγᾦδα</td></tr><tr><td><span style="font-style: italic">je sais</span></td></tr></table>}}

Contractions – Voyelles ouvertes / fermées<hr/>La langue se soulève peu pour les voyelles <span style="font-weight: bold">η – α – ω</span> laissant un large passage à l'air venant des poumons&nbsp;: ce sont des voyelles {{c1::ouvertes}}. Le passage de l'air est plus étroit pour <span style="font-weight: bold">ε – ει – ο – ου</span>&nbsp;: ce sont des voyelles {{c1::fermées}}. Rappel&nbsp: ει et ου ne sont pas des diphtongues, mais les notations conventionnelles des voyelles fermées longues ε̄ et ō.<hr/>{{c1::<table><tr><td style="border-bottom-style: solid; border-bottom-width: thin">voyelles</td><td>d'avant</td><td>médiane</td><td>d'arrière</td></tr><tr><td>fermées</td><td>ε – ει</td><td/><td>ο – ου</td></tr><tr><td>ouvertes</td><td>η</td><td>α</td><td>ω</td></tr></table>}}

